ID,n.ACWO,n.ALHU,n.AMCO,n.AMCR,n.AMGO,n.AMKE,n.AMRO,n.ANHU,n.ATFL,n.YRWA,n.BARS,n.BCNH,n.BEKI,n.BEWR,n.BGGN,n.BHCO,n.BHGR,n.BLPH,n.BRBL,n.BRCR,n.BTPI,n.BTYW,n.BUOR,n.BUSH,n.CALT,n.CAQU,n.CATH,n.CAVI,n.CBCH,n.CEDW,n.CHSP,n.CLSW,n.COGO,n.COHA,n.CORA,n.COYE,n.DCCO,n.DEJU,n.DOWO,n.EUST,n.FOSP,n.GBHE,n.GCKI,n.GCSP,n.GHOW,n.GOEA,n.GREG,n.GRHE,n.GRSP,n.HAWO,n.HETH,n.HOFI,n.HOWR,n.HUVI,n.KILL,n.LASP,n.LAZB,n.LEGO,n.LISP,n.MALL,n.MERL,n.MODO,n.NAWA,n.NOFL,n.NOHA,n.NOMO,n.NRWS,n.NUWO,n.OATI,n.OCWA,n.OSFL,n.OSPR,n.PBGR,n.PEFA,n.PISI,n.PSFL,n.PUFI,n.PYNU,n.RBNU,n.RBSA,n.RCKI,n.RECR,n.RODO,n.RSHA,n.RTHA,n.RWBL,n.SAPH,n.SAVS,n.SORA,n.SOSP,n.SPTO,n.SSHA,n.STJA,n.SWTH,n.TOWA,n.TRES,n.TUVU,n.UACC,n.UCSP,n.UNFI,n.UNHU,n.UNSW,n.UNWA,n.UNWO,n.USWI,n.VASW,n.VATH,n.VESP,n.VGSW,n.VIRA,n.WAVI,n.WBNU,n.WCSP,n.WEBL,n.WEME,n.WESJ,n.WETA,n.WEWP,n.WISN,n.WITU,n.WIWA,n.PAWR,n.WODU,n.WREN,n.WTKI,n.WTSW,n.YEWA,nbirds,richness,Point,Date,Year,Month,Day_of_year,StartTime,CloudCover,EstimatedTemperature,EstimatedWindVelocity,Observer,secondary.observers,Recorder,coords.x1,coords.x2,lc.50,forest.50,forest.100,forest.250,wetland.50,wetland.100,wetland.250,grassland.50,grassland.100,grassland.250,shrub.50,shrub.100,shrub.250,water.50,water.100,water.250,maxtemp_F,mintemp_F,precip_mm,PDSI,Palmer_Z,Z_1yr,Z_2yr,Z_3yr,Z_4yr,Z_5yr
2017-11-17 -P 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,6,11/17/2017,2017,11,321,11:19,10,59,3,MARY ANN ALLEN,,Rachel Zinn,-122.2341497,37.40268131,Shrub,0.05,0.074,0.185,0,0,0.027,0,0,0.064,0.95,0.926,0.7,0,0,0.024,23.9,10.1,0,-1.52,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-17 -P 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11/17/2017,2017,11,321,10:55,5,59,7,Rachel Zinn,,Mary Ann Allan,-122.2307194,37.40359685,Shrub,0.095,0.266,0.236,0,0,0,0,0,0,0.905,0.734,0.764,0,0,0,23.9,10.1,0,-1.52,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-17 -P 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,11/17/2017,2017,11,321,8:43,0,49,0,MARY ANN ALLEN,,Rachel Zinn,-122.2310957,37.39712356,Mixed,0.581,0.405,0.266,0.299,0.159,0.181,0,0.057,0.201,0.12,0.379,0.339,0,0,0,23.9,10.1,0,-1.52,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-28 -P 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,13,11/28/2017,2017,11,332,8:55,0,51,10,Sally Jackson,,Diane Hart,-122.2204788,37.40239736,Grassland,0,0.055,0.142,0,0,0,1,0.926,0.781,0,0.019,0.077,0,0,0,17.2,0,0.25,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-28 -P 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11/28/2017,2017,11,332,9:07,0,54,10,Sally Jackson,,Diane Hart,-122.2232905,37.4042372,Grassland,0,0.003,0.238,0,0,0,1,0.98,0.699,0,0.017,0.063,0,0,0,17.2,0,0.25,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-28 -P 15,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,11/28/2017,2017,11,332,7:42,2,49,0,Sally Jackson,,Diane Hart,-122.2092267,37.40112033,Forest,1,0.766,0.471,0,0,0,0,0,0.029,0,0.077,0.15,0,0,0,17.2,0,0.25,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-28 -P 16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,11/28/2017,2017,11,332,8:07,0,48,0,Sally Jackson,,Diane Hart,-122.2151503,37.40199896,Mixed,0.312,0.334,0.595,0,0,0,0.565,0.451,0.216,0.123,0.215,0.189,0,0,0,17.2,0,0.25,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-28 -P 17,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,11/28/2017,2017,11,332,9:37,0,61,0,Sally Jackson,,Diane Hart,-122.2179634,37.39996956,Mixed,0,0.039,0.149,0,0,0,0.458,0.664,0.563,0.542,0.297,0.238,0,0,0,17.2,0,0.25,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,11/30/2017,2017,11,334,9:44,0,58,0,Ed Ehmke,,M.J. Parrine,-122.2301359,37.40801194,Forest,0.944,0.937,0.695,0,0,0,0.056,0.04,0.097,0,0.023,0.207,0,0,0,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,20,11/30/2017,2017,11,334,9:17,0,53,0,Ed Ehmke,,M.J. Parrine,-122.2318332,37.40595381,Shrub,0.196,0.178,0.322,0,0,0,0,0.022,0.006,0.804,0.8,0.672,0,0,0,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,11/30/2017,2017,11,334,8:55,0,52,0,Ed Ehmke,,M.J. Parrine,-122.235004,37.40774166,Forest,0.972,0.812,0.601,0,0,0,0,0,0.039,0.028,0.188,0.352,0,0,0.008,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,23,11/30/2017,2017,11,334,10:04,5,55,5,Ed Ehmke,,M.J. Parrine,-122.2259759,37.40845328,Forest,0.728,0.785,0.767,0,0,0,0.272,0.215,0.224,0,0,0.009,0,0,0,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,24,11/30/2017,2017,11,334,10:38,15,58,2,Ed Ehmke,,M.J. Parrine,-122.2225145,37.41065679,Forest,1,0.956,0.779,0,0,0,0,0,0.106,0,0.043,0.061,0,0,0,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11/30/2017,2017,11,334,11:00,15,55,0,Ed Ehmke,,M.J. Parrine,-122.2270843,37.41064937,Forest,1,0.926,0.858,0,0,0,0,0.074,0.139,0,0,0.003,0,0,0,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,26,11/30/2017,2017,11,334,11:16,10,58,0,Ed Ehmke,,M.J. Parrine,-122.2309192,37.41066399,Forest,1,0.915,0.702,0,0,0,0,0.085,0.263,0,0,0.007,0,0,0,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-11-30 -P 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,11/30/2017,2017,11,334,11:35,10,59,1,Ed Ehmke,,M.J. Parrine,-122.2358986,37.41089387,Forest,1,0.95,0.51,0,0,0,0,0.037,0.267,0,0.013,0.056,0,0,0,18.1,-0.1,0,-2.73,-1.27,0.4775,0.270833333,-0.246944444,-0.789583333,-0.9125
2017-12-08 -P 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,12/8/2017,2017,12,342,9:04,20,50,0,MARY ANN ALLEN,,Cathy Loewen,-122.2321885,37.39993876,Forest,0.919,0.589,0.395,0,0,0.007,0.054,0.325,0.232,0.027,0.086,0.367,0,0,0,22.7,2.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-08 -P 11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,12/8/2017,2017,12,342,9:24,30,60,0,MARY ANN ALLEN,,Cathy Loewen,-122.2284434,37.39931872,Forest,0.728,0.473,0.357,0,0,0,0,0.027,0.107,0.272,0.5,0.537,0,0,0,22.7,2.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-08 -P 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,12/8/2017,2017,12,342,9:44,30,57,0,Cathy Loewen,,Mary Ann Allan,-122.2253485,37.40012986,Mixed,0.465,0.438,0.229,0,0,0,0.254,0.188,0.143,0.281,0.374,0.627,0,0,0,22.7,2.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-08 -P 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,3,12/8/2017,2017,12,342,10:08,50,69,0,Cathy Loewen,,Mary Ann Allan,-122.2261943,37.40287812,Mixed,0.615,0.38,0.247,0,0,0,0.3,0.318,0.309,0.085,0.302,0.444,0,0,0,22.7,2.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-08 -P 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,6,12/8/2017,2017,12,342,10:52,60,64,0,Cathy Loewen,,Mary Ann Allan,-122.2341497,37.40268131,Shrub,0.05,0.074,0.185,0,0,0.027,0,0,0.064,0.95,0.926,0.7,0,0,0.024,22.7,2.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-08 -P 7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,7,12/8/2017,2017,12,342,10:28,50,67,0,Cathy Loewen,,Mary Ann Allan,-122.2307194,37.40359685,Shrub,0.095,0.266,0.236,0,0,0,0,0,0,0.905,0.734,0.764,0,0,0,22.7,2.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-08 -P 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,12/8/2017,2017,12,342,8:32,0,36,0,MARY ANN ALLEN,,Cathy Loewen,-122.2310957,37.39712356,Mixed,0.581,0.405,0.266,0.299,0.159,0.181,0,0.057,0.201,0.12,0.379,0.339,0,0,0,22.7,2.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-17 -P 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,12/17/2017,2017,12,351,8:35,0,60,0,Sally Jackson,,Diane Hart,-122.2204788,37.40239736,Grassland,0,0.055,0.142,0,0,0,1,0.926,0.781,0,0.019,0.077,0,0,0,13.4,1.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-17 -P 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12/17/2017,2017,12,351,8:52,0,60,0,Sally Jackson,,Diane Hart,-122.2232905,37.4042372,Grassland,0,0.003,0.238,0,0,0,1,0.98,0.699,0,0.017,0.063,0,0,0,13.4,1.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-17 -P 15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,12/17/2017,2017,12,351,7:50,0,39,0,Sally Jackson,,Diane Hart,-122.2092267,37.40112033,Forest,1,0.766,0.471,0,0,0,0,0,0.029,0,0.077,0.15,0,0,0,13.4,1.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-17 -P 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12/17/2017,2017,12,351,8:15,0,50,0,Sally Jackson,,Diane Hart,-122.2151503,37.40199896,Mixed,0.312,0.334,0.595,0,0,0,0.565,0.451,0.216,0.123,0.215,0.189,0,0,0,13.4,1.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-17 -P 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12/17/2017,2017,12,351,9:36,0,70,0,Sally Jackson,,Diane Hart,-122.2179634,37.39996956,Mixed,0,0.039,0.149,0,0,0,0.458,0.664,0.563,0.542,0.297,0.238,0,0,0,13.4,1.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-17 -P 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12/17/2017,2017,12,351,9:07,0,65,0,Sally Jackson,,Diane Hart,-122.2260564,37.40583565,Grassland,0.012,0.018,0.357,0,0,0,0.988,0.975,0.483,0,0.007,0.16,0,0,0,13.4,1.2,0,-2.73,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
2017-12-30 -P 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12/30/2017,2017,12,364,9:28,40,52,0,Ed Ehmke,,M.J. Parrine,-122.2301359,37.40801194,Forest,0.944,0.937,0.695,0,0,0,0.056,0.04,0.097,0,0.023,0.207,0,0,0,15.1,8.8,56.12,-2.89,-4.1,0.414166667,0.19375,-0.259444444,-0.770416667,-0.950833333
